"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"libro","Filosofia","el sexo contado a los peque�?os","carlos gispert","no tiene","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El sexto grado de ense�?anza primaria","S. Hernandez Ruiz","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el siglo de las luces","alejop carpintier","2002","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","el siglo de las luces","alejop carpintier","2002","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El silbato prodigioso","Hans Christian Andersen","1991","infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el soldadito de plomo","no tiene","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el soldadito de plomo","no tiene","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","el sombreron",NA,"2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El tercer Grado de ense�?anza primaria","Santiago Hernandez Ruiz","1968","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","el terrario y las apariciones","fabio enrique baragan","2011","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia de conocimientos","C. sociales","el tesoro de la juventud","w.m.jackson","1958","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","El tonto de mi pueble","A. R Almodovar",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","El triunfo de la C. C. naturales","Corporativo","1961","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El uso de la radio para fomentar la planificacion famliar","Harry L. Levin","1973","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","el viejo y el mar","ernest hemingway","2000","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","ELAL Y LOS ANIMALES","ana maria pabez","2007",NA,"Disponible","Name","Comunity","Number","Number"
"Libro","castellano","elmer y el pajaro grande","david mckee","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Eloisa esta debajo de un almendro","E. Jardel Poncela","1972","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","en camino a comprar huevos","chih yuan chen","2005",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","en el laberinto de la oscuridad","fabian lenk","2015","infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","en el mar y en el cielo",NA,NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","en la cuerda floja","rodrigo suluaga","2009","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","en la obra",NA,NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","en la vida de ignacio morel","ramon J. sender","1969","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","En los juglares de la India","E. Salgari","1969","general","Disponible","Name","Comunity","Number","Number"
"Enciclopedia","N/A","Enciclopedia everest para el hogar","N/A","1968","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","enciclopedia ilustrada el colombiano","Corporativo","1995","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","enciclopedia ilustrada siglo XXI","mar-par","2001",NA,"Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. sociales","enciclopedia juvenil","fernando gutierres","1967","a-zeta 1","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. sociales","enciclopedia juvenil","fernando gutierres","1967","a-zeta 2","Disponible","Name","Comunity","Number","Number"
"enciclopedia juvenil","C. sociales","enciclopedia juvenil","fernando gutierres","1967","a-zeta 3","Disponible","Name","Comunity","Number","Number"
"enciclopedia juvenil","C. sociales","enciclopedia juvenil","fernando gutierres","1967","a-zeta 4","Disponible","Name","Comunity","Number","Number"
"enciclopedia juvenil","C. sociales","enciclopedia juvenil","fernando gutierres","1967","a-zeta 5","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","enciclopedia matematica MEGA","edgar perez ordo�?ez","2000","general","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","enciclopedia matematica MEGA","edgar perez ordo�?ez","2000","general","Disponible","Name","Comunity","Number","Number"
"Enciclopedia","C. naturales","Enciclopedia medica familiar","Dr. Justus J. Schiffers",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","enciclopedia salvat diccionario","sin nombre","1971","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","enciclopedia tematica del cuerpo humano","Corporativo","1998","general","Disponible","Name","Comunity","Number","Number"
"Enciclopedia","N/A","Enciclopedia universal","corporativo","1970","general","Disponible","Name","Comunity","Number","Number"
"Enciclopedia","N/A","Enciclopedia universal","corporativo","1970","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Enciclopedia Universal ilustrada","Corporativo","1923","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Enciclopedico Universal",NA,"2000","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Enfermedades comunicables","Corporativo","1977","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Enfermedades de las plantas de gran cultivo","James G. Dickson","1963","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","agropecuaria","Enfermedades de las plantas de gran cultivo","James G. Dickson","1963","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Five","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Five","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Five","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Five","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 four","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 four","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 four","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 one","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 six","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 six","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 six","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 six","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Three","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Three","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Two","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900 Two","Corporativo","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English 900/ workbook 3","Corporativo","1966","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English alfa 1","Corporativo","1988","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English alfa 2","Corporativo","1983","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English alfa 2","Corporativo","1983","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English alfa 3","Corporativo","1983","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English alfa 3","Corporativo","1983","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today","William R. Slager","1972","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 1","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 1","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 2","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 3","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 4","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for today/ book 4","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English for us 1","Jhon Castle","1983","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English here, english there/ book 1","Manuel C.R. Dos Santos","1994","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","English here, english there/ book 2","Manuel C.R. Dos Santos","1994","general","Disponible","Name","Comunity","Number","Number"
